Threshold,Precision,Recall,F1,Accuracy,Processing Time
0.75,0.6666666666666666,0.5454545454545454,0.6,0.5789473684210527,8.793124914169312
0.8,0.7,0.6363636363636364,0.6666666666666666,0.631578947368421,11.062735795974731
0.85,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5789473684210527,5.474099159240723
0.9,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.47368421052631576,5.829927921295166
0.95,0.5333333333333333,0.7272727272727273,0.6153846153846154,0.47368421052631576,6.34380578994751
